Word,Type,Pronunciation,Definition,Sentence,Synonyms,Favor
Lackadaisical,adj,lack a dai si cal,lacking enthusiasm and determination; carelessly lazy,A lackadaisical defense left the Spurs adrift in the second half,careless; lazy; lax; unenthusiastic; halfhearted; uninterested,1
Laconic,adj,luh kah nihk,using few words,He was the classic laconic native of Maine; he talked as if he were being charged for each word,concise; curt; pithy; taciturn; terse,1
Laden,adj,lad en,carrying a load or burden,heavily ladened with equipment,burden; encumber; freight; lade; load; lumber; saddle; weight,1
Laissez-Faire,noun,la sa fer,a philosophy or practice characterized by a usually deliberate abstention from direction or interference especially with individual freedom of choice and action,The university has a policy of laissez-faire regarding nonacademic student activities.,free enterprise; private enterprise; free trade; individualism; nonintervention; market forces; deregulation; noninterference; indifference,1
Lame Duck,noun,lam duk,"an official (especially the president) in the final period of office, after the election of a successor","As a lame duck, the president had nothing to lose by approving the deal",crumbling power; incumbent; weak administration; holdover; loser; weakling,1
Lament,verb,luh mehnt,to express sorrow; to grieve,The children continued to lament the death of the goldfish weeks after its demise,beawail; deplore; grieve; mourn,1
Lampoon,verb,laam poon,to ridicule with satire,The mayor hated being lampooned by the press for his efforts to imporve people's politeness,tease,1
Languid,adj,laang gwihd,lacking energy; indifferent; slow,"The languid cat cleaned its fur, ignorning the vicious, snarling dog chained a few feet away from it",faineant; lackadaisical; listless; sluggish; weak,1
Lapidary,adj,luh-pi-duh-ree,"the art of cutting, polishing, and engraving precious stones and other hard materials like minerals and rocks. It can also refer to a person who works with or is skilled in these techniques",The lapidary expert skillfully cut and polished the rough emerald into a stunning gemstone,gem-cutting; gemstone polishing; stone cutting; engraving,1
Larceny,noun,laar suh nee,theft of property,The crime of stealing a wallet can be categorized as petty larceny,burglary; robbery; stealing,1
Largess,noun,laar jehs,generous giving (as of money) to others who may seem inferior,"She'd always relied on her parent's largess, but after graduation she had to get a job",benevolence; boon; compliment; favor; present,1
Lassitude,noun,laas ih tood,a state of diminished energy; lack of energy,The lack of energy that characterizes patients with anemia makes lassitude one of the primary symptoms of the disease,debilitation; enervation; fatigue; langour; listlessness; tiredness; weariness,1
Latent,adj,lay tehnt,potential that is not readly apparent,Latent trait testing seeks to identify skills that the test takers may have that they are not aware of ,concealed; dormant; inert; potential; quiescent,1
Laud,verb,lawd,to give praise; to glorify,Parades and fireworks were staged to laud the success of the rebels,acclaim; applaud; commend; compliment; exalt; extol; hail; praise,1
Lavish,adj,laa vish,extremely generous or extravagant; giving unsparingly ,She was so lavish with her puppy that it soon became overweight and spoiled,bestow; confer; extravagant; exuberant; luxuriant; opulent; prodigal; profuse; superabundant,1
Leery,adj,lihr ree,"SUSPICIOUS, WARY","After being swindled once, Ruth became leery of strangers trying to sell things to her.",distrustful; guarded; wary,1
Legerdemain,noun,lehj uhr duh mayn,trickery,"The little boy thought his legerdemain was working on his mother, but she in fact knew about every hidden toy and stolen cookie",chicanery; conjuring,1
Legion,adj,lee-juhn,"a large military unit, typically consisting of 3000 to 6000 soldiers in ancient Rome. It can also refer to a large group of people or things, especially one that is difficult to control or manage",The Roman legion was a formidable military force that was feared by their enemies,multitude; army; host; horde; throng; swarm; mob; mass; collection,1
Legislative,adj,leg is la tive,"belonging to the branch of government that is charged with such powers as making laws, levying and collecting taxes, and making financial appropriations","To allow for social distancing under the nation’s public health regulations, the voting has been moved to the cavernous European Parliament, a legislative body of the European Union.",assembly; chamber; council; diet; house; legislature; congress; parliament,1
Lethargic,adj,luh thar jik,"acting in an indiffernt or slow, sluggish manner","The clerk was so lethargic that, even when business was slow, he always had a long line in front of him",apathetic; lackadaisical; languid; listless; torpid,1
Leviathan,noun,luh-vahy-uh-thuhn,"something large or powerful, especially a sea monster or a thing that is difficult to control. It can also refer to a book by Thomas Hobbes, which talks about the nature of the state and social contract theory",The leviathan of a ship towered over the tiny fishing boat,giant; monster; behemoth; colossus,1
Levity,noun,leh vih tee,an inappropriate lack of seriousness; overly casual,The joke added needed levity to the otherwise serious meeting,amusement; humor,1
Lexicon,noun,lex i con,"The vocabulary of a language, an individual speaker or group of speakers, or a subject",Computer terms that have been added to the lexicon,dictionary; wordbook,1
Liberal,adj,lihb uh ruhl,tolerant or broad-minded; generous or lavish,Cali's liberal parents trusted her and allowed her to manage her own affairs to a large extent,bounteous; latitudinarian; munificent; permissive; progressive,1
Libertine ,noun,lihb uhr teen,"a person, especially a man, who behaves without moral principles or a sense of responsibility, especially in sexual matters",The libertine took pleasure in gambling away his family's money,hedonist; playboy; philanderer,1
Licentious,adj,lie sehn shuhs,immoral; unrestrained by society,Religious citizens were outraged by the licentious exploits of the free-spirited artists living in town,lewd; wanton,1
Limpid,adj,lim pihd,clear; transparent,Fernando could see all the way to the bottom through the pond's limpid water,lucid; pellucid; serene,1
Lionize,verb,lie-uh-nahyz,to treat as a celebrity,"After the success of his novel, the author was lionized by the press",feast; honor; ply; regale,1
Lissome,adj,lihs uhm,"(of a person or their body) thin, supple, and graceful",The lissome yoga instructor twisted herself into shapes that her students could only dream of ,graceful; lithe; supple; limber; agile,1
Listless,adj,lihst lihs,lacking energy and enthusiasm,"Listless and depressed after breaking up with his girlfriend, Raj spent his days moping on the couch",faineant; indolent; languid; lethargic; sluggish,1
Litany,noun,lit a ny,a sizable series or set,Whitmer has relied on an interpretation of this emergency powers law passed in 1945 and the Emergency Powers Act of 1976 to issue a litany of executive orders related to the pandemic.,enumeration; recital; recitation; iteration; repetition; account; narration; report; story; catalog; checklist; list; listing; index; inventory,1
Livid,adj,lih vihd,discolored from a bruise; pale; reddended with anger,Andre was livid when he discovered that someone had spilled grape juice all over his cashmere coat.,ashen; black-and-blue; furious; pallid,1
Logos,noun,lo gos,"Logos is the logic behind an argument, it tries to persuade an audience using logical arguments and supportive evidence",He used logos to persuade the audience by employing reason and logic,logic,1
Loquacious,adj,loh kway shuhs,talkative,"She is naturally loquacious, which is a problem in situations where listening is more important than talking",effusive; garrulous; verbose,1
Lucid,adj,loo sihd,clear and easily understood,The explanations were written in a simple and lucid manner so that students were immediately able to apply what they learned ,clear; coherent; explicit; intelligible; limpid,1
Lucrative,adj,lu cra tive,producing wealth; profitable,"Their success has given Gladwell an active, and extremely lucrative, second career as a public speaker. Much in demand, he is paid in the neighborhood of $40,000 per lecture.",economic; fat; gainful; juicy; moneymaking; paying; profitable; remunerative,1
Lugubrious,adj,loo goo bree uhs,sorrowful; mournful; dismal,Irish wakes are a rousing departure from the lugubrious funeral services to which most people are accustomed,funereal; gloomy; melancholy; somber; woeful,1
Lumber,verb,luhm buhr,to move slowly and awkwardly,"The bear lumbered towards the garbage, drooling at the prospect of the Big Mac leftovers he smelled",galumph; hulk; lurch; stumble,1
Luminous,adj,loo muhn uhs,bright; brilliant; glowing,The park was bathed in luminous sunshine that warmed the bodies and the souls of the visitors,incandescent; lucent; lustrous; radiant; replendent,1
Lycanthropy,noun,lie kan throw pee,"the supernatural transformation of a person into a wolf, as recounted in folk tales","The person afflicted with lycanthropy could turn into a dog, pig, or wolf",warewolf,1
MacGyver,verb,muh-guy-ver,"to solve a problem or create a solution using ingenuity, improvisation, and whatever tools or materials are at hand",I had to MacGyver a solution to fix the broken chair by using duct tape and a piece of wood,improvise; jury-rig; cobble together; make-do; rig up,1
Machination,noun,mahk uh nay shuhn,plot or scheme especially to do harm; a secret political clique or faction,"Tired of his enemies' endless machinations to remove him from the throne, the king had them executed",cabal; conspiracy; design; intrigue,1
Maelstrom,noun,mayl struhm,whirlpool; turmoil; agitated state of mind; a situation or state of confused movement or violent turmoil,The transportation system of the city had collapsed in the maelstrom of war,Charybdis; eddy; turbulence,1
Magnanimity,noun,mag na nim i ty,the fact or condition of being magnanimous; generosity,He had the magnanimity to forgive her for lying about him.,generosity; charitableness; charity; benevolence; beneficence; liberality; humanity,1
Magnate,noun,maag nayt,powerful or influential person,The entertainment magnate bought two cable TV stations to add to his collection of magazines and publishing houses,dignitary; luminary; nabob; potentate; tycoon,1
Malediction,noun,maal ih dihk shun,a curse; a wish of evil upon another,The frog prince looked for a princess to kiss him and put an end to the witch's malediction,anathema; imprecation,1
Malevolent,adj,muh-lev-uh-luhnt,having or showing a wish to do evil to others; having or exhibiting ill will or malicious intentions towards others,The malevolent dictator oppressed his people and committed numerous human rights abuses,malicious; hostile; spiteful; viindictive; evil; wicked; sinister,1
Malinger,verb,muh ling guhr,to evade responsibility by pretending to be ill,A common way to avoid the draft was by malingering--pretending to be mentally or physically ill so as to avoid being taken by the army,shirk; slack,1
Malleable,adj,muh lee uh buhl,capable of being shaped,Gold is the most malleable of precious metals; it can easily be formed into almost any shape,adaptable; ductile; plastic; pliable; pliant,1
Manifest,adj,ma ne fest,to make evident or certain by showing or displaying,Their sadness was manifest in their faces,embody; express; instantiate; materialize; personify; substantiate,1
Mannered,adj,maan uhrd,artificial or stilted in character; having or displaying a particular manner,The portrait is an example of the mannered style that was favored in that era,affected; unnatural,1
Mar ,verb,mahr,to damage or deface; spoil,Telephone poles mar the natural beauty of the countryside,blemish; disfigure; impair; injure; scar,1
Marginal,adj,mar gin al,of secondary or minor importance; not central,It seems likely to make only a marginal difference,slight; small; tiny; minute; low; minor; insignificant; minimal; negligible,1
Marginal Analysis,noun,mar ginal anal ysis,an examination of the additional benefits of an activity compared to the additional costs incurred by that same activity,Companies use marginal analysis as a decision-making tool to help them maximize their potential profits.,cost benifit analysis; trade-off; opprotunity cost,1
Marginalize,verb,mar gin al ize,to relegate to an unimportant or powerless position within a society or group,We are protesting policies that marginalize women.,criticize; demean; deprecate; diminish; disparage; belittle; depreciate; dismiss; abuse; defame; discount; smear,1
Martinet,noun,mahr-tuh-nit,"a person who demands strict adherence to rules and regulations, especially with regard to military discipline",The new teacher was such a martinet that even the slightest infraction resulted in severe punishment,disciplinarian; authoritarian; taskmaster; stickler; enforcer,1
Maudlin,adj,mawd lihn,"overly sentimental, often through drunkenness","The mother's death should have been a touching scene, but the movie's treatment of it was so maudlin that, instead of making the audience cry, it made them cringe",bathetic; mawkish; saccharine; weepy,1
Meddlesome,adj,med dle some,given to meddling,Her neighbors saw her as a meddlesome nuisance,busy; interfering; intruding; intrusive; nosy; obtrusive; officious; presuming; presumptuous; prying; snoopy,1
Mellifluous,adj,mel lif lu ous,(of a voice or words) sweet or musical; pleasant to hear,The voice was mellifluous and smooth,sweet-sounding; sweet-toned; dulcet; honeyed; mellow; soft,1
Mendacious,adj,men-dey-shuhs,"someone who is not truthful, honest or straightforward. It refers to the act of being untruthful or deceptive",The politician's mendacious statements during the election campaign cost him his reputation among the people,deceitful; false lying; untruthful,1
Mendicant,noun,mehn dih kuhnt,beggar,"""Please, sir, can you spare a dime?"" begged the mendicant as the businessman walked past",panhandler; pauper,1
Mercurial,adj,muhr kyoor ee uhl,"quick, shrewd, and unpredictable",Her mercurial personality made it difficult to guess how she wouuld react to the bad news,clever; crafy; volatile; whimsical,1
Meretricious,adj,mehr ih trihsh uhs,gaudy; falsely attractive; apparently attractive but having in reality no value or integrity,The casino's meretricious decor horrified the cultivated interior designer,flashy; insincere; loud; specious; tawdry,1
Merit,noun,mer it,"the quality of being particularly good or worthy, especially so a to deserve praise or reward.",She saw merit in both of the arguments,excellence; goodness; standard; quality; level; grade,1
Metaphor,noun,meht uh fohr,figure of speech comparing two different things,"The metaphor ""a sea of troubles"" suggests a lot of troubles by comparing their number to the vastness of the sea",allegory; analogy; simile; symbol,1
Metathesis,noun,me ta the suz,transposition of two phonemes in a word (as in the development of crud from curd or the pronunciation perte for pretty),"Whenever metathesis fails to produce the necessary improvement, gemination is deployed instead",transposition; double decomposition,1
Meticulous,adj,mih tihk yuh luhs,extremely careful; fastidious; painstaking,"To find all the clues at the crime scene, the meticulous investigators examined every inch of the area",finicky; fussy; picky; precise; punctilious; scrupulous,1
Milieu,noun,mi lieu,the physical or social setting in which something occurs or develops: Environment,Theirs was a bohemian milieu in which people often played romantic musical charis,ambient; atmosphere; climate; context; environment; surroundings,1
Militate,verb,mihl ih tayt,to operate against; work against,Lenin militated against the tsar for years before he overthrew him and established the Soviet Union,influence; affect; change,1
Millennium,noun,mil len ni um,a period of 1000 years,The book describes the changes that have occurred in the landscape over many millennia,thousand years,1
Minion,noun,min ion,"a servile dependent, follower, or underling",He's one of the boss's minions,darling; fave; favorite; pet; preference,1
Minutiae,noun,mi nu ti ae,"the small, precise, or trivial details of something",The minutiae of everyday life.,details; niceties; subtleties; pinter points; particulars; specifics,1
Mirth,noun,muhrth,"amusement, especially as expressed in laughter",Vera's hilarious jokes contributed to the general mirth at the dinner party,glee; hilarity; jollity; merriment,1
Misanthrope,noun,mihs ahn throhp,a person who dislikes others,The Grinch was such a misanthrope that even the sight of children singing made him angry,curmudgeon; hater; cynic,1
Missive,noun,mihs ihv,a written note or letter,Priscilla spent hours composing a romantic missive for Elvis,letter; note; message; dispatch; communication; memorandum; epistle; correspondence; report,1
Mitigate,verb,miht ih gayt,to soften; to lessen,A judge my mitigate a sentence if she decides that a person committed a crime out of need,allay; alleviate; assuage; ease; lighten; moderate; mollify; palliate; temper,1
Mnemonic,adj,neh monic,Assisting or intended to assit memory,"To distinguish ""principal"" from ""principle"" use the mnemonic aid ""the principal is your pal.""",fantasy; image; memoir; picture; reminder; thought; vision; concept; cue; hint; job; memo; prod; prompt; suggestion,1
Modulate,verb,ma ju late,exert a modifying or controlling influence on,The state attemps to modulate private business's cash flow,regulate; adjust; set; modify; moderate,1
Mollify,verb,mahl uh fie,to calm or make less severe,Their argument was so intense that it was difficult to believe any compromise would mollify them,appease; assuage; conciliate; pacify,1
Molt,verb,muhlt,"to shed hair, skin, or an outer layer periodically",The snake molted its skin and left it behind in a crumpled mass,cast; defoliate; desquamate,1
Monastic,adj,muh naas tihk,"extremely plain or secluded, as in a monastery",The philosopher retired to his monastic lodgings to contiemplate life free from any worldly distraction,austere; contemplative; disciplined; regimented; self-abnegating,1
Monolithic,ad,mono lithic,"(of an organization or system) large, powerful, and intractably indivisible and uniform",Rejecting any move toward a monolithic European superstate,inflexible; rigid; unbending; unchanging; fossilized,1
Monotony,noun,muh naht nee,no variation; tediously the same,The monotony of the sound of the dripping faucet almost drove the research assistant crazy,drone; tedum,1
Mores,noun,mawr ayz,fixed customs or manners; moral attitudes; the essential or characteristic customs and conventions of a community,"In keeping with the mores of ancient Roman society, Nero held a celebration every weekend",conventions; practices,1
Multifarious,adj,muhl tuh faar ee uhs,diverse,"Ken opened the hotel room window, letting in the multifarious noises of the great city",assorted; indiscriminate; hetergeneous; legion; motley; multifold; multiform; multiplex; populous; varied,1
Muse,verb,muse,to become absorbed in thought; to think about something carefully and thoroughly,Musing about what might have been,wonder; marvel; ponder; meditate; ruminate,1
Myopic,adj,my-OP-ik,"nearsighted, unable to see distant objects clearly; lacking in foresight or imagination, shortsighted","Without her glasses, the myopic student had to squint to read the board at the front of the classroom",shortsighted; nearsighted; lacking in foresight; unimaginative; uncreative; narrow-minded; provincial; insular,1
Nadir,noun,nay dihr,the lowest point or the point of greatest adversity or despair,"After achieving its highest point, a satellite's nadir is the point on the Earth's surface directly below it",bottom; depth; pit,1
Naive,adj,nah eev,lacking sophistication or experience,Inexperienced writers often are naive and assume that big words make them sound smarter,artless; credulous; guileless; ingenuous; simple; unaffected; unsophisticated,1
Narcissistic,adj,nar se sistik,having an excessive or erotic interest in oneself and one's physical appearance; egocentrism,"In his narcissism, he just assumed that everyone else wanted to hear the tiny details of his day",egocentricity; egoism; egomania; self-absorption; self-interest,1
Nascent,adj,nay sehnt,starting to develop; coming into existence,"The advertising compaign was still in a nascent stage, and nothing had been finalized yet",embryonic; emerging; inchoate; incipient,1
Nebulous,adj,neb you lous,"(of a concept or idea) unclear, vague, or ill-defined",Nebulous concepts like quality of life,vague; ill-defined; unclear; hazy; uncertain; indefinite; indeterminate; imprecise; unformed; muddled; confused; ambigous,1
Necromancy,noun,nec ro man cy,conjuration of the spirits of the dead for purposes of magically revealing the future or influencing the course of events,The novel centers on the practice of necromancy and its influence on the world of the living.,bewitchery; conjuring; diablerie; enchantment; magic; sorcery; voodooism; witchcraft; witchery; wizardry,1
Neologism,noun,nee-uh-luh-jiz-uhm,"A neologism is a newly coined term or phrase that has not been widely used before, or a word that has taken on a new or different meaning from what was previously understood","The use of ""selfie"" as a common term for a self-portrait taken with a mobile phone is an example of a neologism that has entered popular culture in recent years",new word; coinage; new term; new phrase; newly coined word,1
Neophyte,noun,nee oh fiet,novice; beginner,"A relative neophyte at bowling, Rodolfo rolled all of his balls into the gutter",apprentice; greenhorn; tyro,1
Nettle,verb,neh tuhl,to irritate,I don't particularly like having blue hair--I just do it to nettle my parents,annoy; vex,1
Noisome,adj,noy suhm,stinking; putrid,A dead mouse trapped in your walls produces a noisome odor,disgusting; foul; malodorous,1
Nominal,adj,nah mihn uhl,existing in name only; negligible; approximate,"A nominal but far from devoted member of the high school yearbook committee, she rarely attends meetings",minimal; titular,1
Nomothetic,adj,no mo thet ic,"relating to, involving, or dealing with abstract, general, or universal statements or laws",Explainations in social theories can be idiographic or nomothetic,congressional; parliamentary; senatorial; decreeing; enacting; jurisdictive; lawgiving; legislational,1
Non Sequitur,noun,non se qui tur,an inference that does not follow from the premises,We were talking about the new restaurant when she threw in some non sequitur about her dog,illogical conclusion; fallacy; stupidity; nonsense,1
Notional,adj,no shuhn al,existing only in theory or as a suggestion or idea,Notional budgets for hospital and community health services,"hypothetical, theoretical, speculative, conjectural, putative, conceptual",1
Nuance,noun,noo ahns,a subtle expression of meaning or quality; subtle difference; fine distinction,The scholars argued for hours over tiny nuances in the interpretation of the last line of the poem,gradation; subtlety; tone,1
Numismatics,noun,nu miz maa tiks,coin collecting,Tomas's passion for numismatics has resulted in an impressive collection of coins from all over the world,numismatic,1
Obdurate,adj,ahb duhr uht,stubbornly persistent in wrongdoing; resistant to persuasion,"The president was completely obdurate on the issue, and no amount of persuasion would change his mind",inflexible; intransigent; recalcitrant; tenacious; unyielding,1
Obligatory,adj,a blige tore,"required by a legal, moral, or other rule; comulsory",Use of seat belts in cars is now obligatory,cumpulsory; mandatory; required; statutory; binding; incumbent,1
Oblique,adj,oh-bleek,indirect or evasive; misleading or devious,"Usually open and friendly, Reynaldo has been behaving in a curiously oblique manner lately",slanted; inclined; diagonal; sloping; askew,1
Obsequious,adj,uhb see kwee uhs,overly submissive and eager to please,The obsequious new associate made sure to compliment her supervisor's tie and agree with him on every issue,compiant; deferential; servile; subservient,1
Obstinate ,adj,ahb stih nuht,stubborn; unyielding,"The obstinate child could not be made to eat any food that he perceived to be ""yucky.""",intransigent; mulish; persistent; pertinacious; stubborn; tenacious,1
Obviate,verb,ahb vee ayt,to make unnecessary; remove (a need or difficulty); to prevent,"The river was shallow enough to wade across at many points, which obviated the need for a bridge",forestall; preclude; prohibit; block,1
Occam's razor,noun,AH-kumz RAY-zer,a problem-solving principle that states that the simplest explanation or hypothesis is often the best one,"In trying to determine the cause of the issue, the team applied Occam's Razor and found that the simplest solution was the most likely one",law of parsimony; principle of parsimony;  seek the more economical solution; keep it simple; do not make more assumptions than you absolutely need,1
Occlude,verb,uh klood,to stop up; prevent the passage of,"A shadow is thrown across the Earth's surface during a solar eclipse, when the light from the sun is occluded by the moon",barricade; block; close; obstruct,1
Octothorpe,noun,octo thorp,another term for the pound sign (#),"Common names for an octothorpe include number sign, hash, or pound.",hash; pound sign; hashtag; tic-tac-toe sign,1
Officious,adj,uh-fish-uhs,"a person who is excessively eager in offering their unwanted or unnecessary services or advice, often in an intrusive or interfering manner","The officious salesman kept pestering me with his unsolicited advice on which product to buy, making me feel annoyed and uncomfortable",meddlesome; intrusive; interfering; pushy; nosy; prying; overbearing; bossy,1
Onerous,adj,oh neh ruhs,troublesome and oppressive; burdensome,The assignment was so extensive and difficult to manage that it proved onerous to the team in charge of it,arduous; backbreaking; burdensome; cumbersome; difficult; exacting; formidable; hard; laborious; oppressive; rigorous; taxing; trying,1
Opacity,noun,oh pass ity,the condition of lacking transparency or translucence; opaqueness,Thinner paints need black added to increase opacity,cloudiness; nontransparency; opaqueness; filminess; blurriness; blurredness; blur; haziness; haze,1
Opaque,adj,oh payk,impossible to see through; preventing the passage of light,The heavy build-up of dirt and grime on the windows made them alomst opaque,obscure,1
Opine,verb,oh pien,to express an opinion,"At the ""Let's Chat Talk Show,"" the audience member opined that the guest was in the wrong",point out; voice,1
Opprobrium,noun,uh pro bree uhm,public disgrace,"After the scheme to embezzle the elderly was made public, the treasurer resigned in utter opprobrium",discredit; disgrace; dishonor; disrepute; ignominy; infamy; obloquy; shame,1
Oratory,noun,ora toree,the art of speaking in public eloquently or effectively,"His earnest, rugged, simple style of oratory made him extremely popular, and at once secured for him a wide reputation",elocution; public speaking; rhetoric; discourse; speech; talk,1
Orotund,adj,or uh tuhnd,pompous,"Roberto soon grew tired of his date's orotund babble about her new job, and decided their first date would probably be their last",aureate; bombastic; declamatory; euphuistic; flowery; grandiloquent; magniloquent; oratorical; overblown; sonorous,1
Orthography,noun,or-thog-ruh-fee,the conventional spelling system of a language,"The student struggled with the orthography of the English language, particularly with words that had silent letters",spelling; writing system; alphabet; script; notation,1
Orwellian,adj,or well ian,relating to or suggestive of the dystopian reality depicted in the novel 1984,Orwellianism isn't just about big government; it's about authoritarianism coupled with lies,draconian; dystopian ,1
Osculate,verb,os cu late,(of a curve or surface) touch (another curve or surface) so as to have a common tangent at the point of contact; kiss,The plots have been drawn using osculating orbital elements,kiss; touch; tangential; share,1
Ossify,verb,ah sih fie,to change into bone; to become hardened or set in a rigidly conventional pattern,The forensics expert ascertained the body's age based on the degree to which the facial structure has ossified,congeal; fossilize; freeze; harden,1
Ostensible,adj,ah stehn sih buhl,apparent; plausible; likely,"The ostensible reason for his visit was to borrow a book, but he secretly wanted to chat with the lovely Wanda",represented; supposed; surface,1
Ostentation,noun,ah stehn tay shuhn,excessive showiness,The ostentation of the Sun King's court is evident in the lavish decoration and luxuriousness of his palace at Versailles,conspicuousness; flashiness; pretentiousness; showiness,1
Ostentatious,adj,os tne ta tious,characterized by vulgar or pretentious display; designed to impress or attract notice,Books that people buy and display ostentatiously but never actually finish,showy; pretentious; conspicuous; flamboyant; gaudy; brash; vulgar; loud; extravagant; fancy; ornate; overelaborate,1
Overwrought,adj,oh vuhr rawt,agitated; overdone; in a state of nervous excitement or anxiety; (of a piece of writing or a work of art) too elaborate or complicated in design or construction,The lawyer's overwrought voice on the phone made her clients worry about the outcome of their case,elaborate; excited; nervous; ornate,1
Oxymoron,noun,ox y mo ron,a figure of speech in which apparently contradictory terms appear in conjunction (e.g. faith unfaithful kept him falsely true),This is another fine mess you have got us into.  There is a real love hate relationship developing between the two of them,adumbration; allegory; alliteration; allusion; analogue; analogy,1
Pachyderm,noun,pachy derm,"any of various nonruminant mammals (such as an elephant, a rhinoceros, or a hippopotamus) of a former group (Pachydermata) that have hooves or nails resembling hooves and usually thick skinespecially : ELEPHANT","Well, naturally, the guy moves through the air and over the elephant—then over another elephant (because where there’s one pachyderm there’s probably another).",elephant; hippopotamus; mammoth; mastodon; rhinoceros,1
Pacify,verb,puh-suh-fahy,"to calm or soothe someone who is angry, upset, or agitated; to quell the anger or excitement of someone",The teacher tried to pacify the upset student by listening to their concerns and offering a solution,appease; mollify; placate; soothe; calm; quiet; still,1
Palatial,adj,puh lay shuhl,relating to a palace; magnificent,"After living in a cramped studio apartment for years, Siobhan thought the modest one bedroom looked downright palatial",grand; stately,1
Palliate,verb,paa lee ayt,to make less serious; ease,The alleged crime was so vicious that the defense lawyer could not palliate it for the jury,alleviate; assuage; extenuate; mitigate,1
Pallid,adj,paa lihd,lacking color or liveliness,The old drugstore's pallid window could not compete with Wal-Mart's extravagant display next door,ashen; blanched; ghostly; pale; wan,1
Panache,noun,puh nahsh,flamboyance or dash in style and action; verve,"Leah has such panache when planning parties, even when they're last-minute affairs",flair,1
Panegyric,noun,paan uh jeer ihk,elaborate praise; formal hymn of praise,The director's panegyric for the donor who kept his charity going was heart-warming,compliment; homage,1
Panoply,noun,paa nuh plee,impressive array,Her resume indicates a panoply of skills and accomplishments,array; blaze; example; exhibit; exposition; parade; show; vanity,1
Paradigm,noun,par a dime,"example, pattern, especially: an outstandingly clear or typical example or archetype",... regard science as the paradigm of true knowledge,model; pattern; example; exemplar; template; standard; prototype; archetype,1
Paradox,noun,par uh doks,"a contradiction or dilemma; a statement or proposition that, despite sound (or apparently sound) reasoning from acceptable premises, leads to a conclusion that seems senseless, logically unacceptable, or self-contradictory",It is a paradox that those most in need of medical attention are often those least able to obtain it,ambiguity; incongruity,1
Paragon,noun,puh-rah-gahn,a person or thing that is regarded as the perfect example of a particular quality or trait,"She was considered a paragon of beauty in her community, with her delicate features and striking blue eyes",exemplar; model; ideal; archetype; standard; epitome,1
Paramour,noun,pair a more,"a lover, especially the illicit partner of a married person",Her account put him in the position of looking like the duped lover believing the cheating married paramour's protestation of love ...,lover; significant other; inamorata,1
Pare,verb,payr,to trim off excess; reduce,The cook's hands were sore after she pared hundreds of potatoes for the banquet,clip; peel,1
Pariah,noun,pa ri ah,one that is despised or rejected; outcast,"Once they began to migrate to the United States, especially after this country conferred citizenship on them in 1917, they discovered what it meant to be a pariah in the country that had adopted them",castaway; castoff; leper; offscouring; outcast; reject,1
Parley,noun,par lee,"discussion, usually between enemies",The parley between the rival cheerleading teams resulted in neither side admitting that they copied the other's dance moves,debate; dialogue; negotiations; talks,1
Parry,verb,paar ree,"to ward off or deflect, especially by a quick-witted answer","Kari parried every question the army officers fired at her, much to their frustration",avoid; evade; repel,1
Parsimonious,adj,par si mo ni ous,frugal to the point of stinginess,A society that is parsimonious in its personal charity (in terms of both time and money) will require more government welfare.,cheap; close; miserly; penny-pinching; pinching; sparing; stingy; uncharitable,1
Parsimony,noun,par si mo ny,the quality of being careful with money or resources; economy of explanation in conformity with Occam's razor,"The scientific law of parsimony dictates that any example of animal behavior should be interpreted at its simplest, most immediate level",cheapness; niggardliness; penny-pinching; stinginess; conserving; economizing; frugality; husbandry; saving; husbanding; managing,1
Pastiche,noun,pah steesh,piece of literature or music imitating other works,The playwright's clever pastiche of the well-known children's story had the audience rolling in the aisles.,medley; spoof; immitation,1
Pathogenic,adj,paa thoh jehn ihk ,causing disease,Bina's research on the origins of pathogenic microorganisms should help stop the spread of disease,infecting; noxious,1
Pathological,adj,path o log i cal,"involving, caused by, or of the nature of a physical or mental disease",Pathological changes associated with senile dementia,diseased; pathologic; morbid,1
Pathos,noun,pay thos,a quality that evokes pity or sadness; an emotion of sympathetic pity,The acotr injects his customary humor and pathos into the role,poignancy; pity; compassion; empathy; sorrrow; melancholy; despair; heartache; misery; woe,1
Pavlovian,adj,pav lov ian,being or expressing a conditioned or predictable reaction,The candidates gave Pavlovian answers,knee-jerk; spontaneous; reflex,1
Peccadillo,noun,pehk uh dih loh,minor sin or offense,Gabriel tends to harp on his brother's peccadilloes and never lets him live them down,failing; fault; lapse; misstep,1
Pecuniary,adj,pe cu ni ary,consisting of or measured in money,the judge recused himself from the case because he had a pecuniary interest in the company that was being sued,dollars-and-cents; financial; fiscal; monetary; pocket,1
Pedagogy,noun,ped a gogy,"the method and practice of teaching, especially as an academic subject or theoretical concept",The relationship between applied linguistics and language pedagogy,tutorship; lecturing; instruction; schooling; teaching; lecture; lession,1
Pedant,noun,peh daant,a person who is excessively concerned with minor details and rules or with displaying academic learning,The graduate instructor's tedious and excessive commentary on the subject soon gained her a reputation as a pedant,doctrinaire; nit-picker; pedagogue; scholar; schoolmaster; sophist,1
Pejorative,noun,peh jaw ruh tihv,having bad connotations; disparaging; expressing contempt or disapproval,The teacher scolded Mark for his unduly pejorative comments about his classmate's presentation.,belittling; dismissive; insulting,1
